contact_name,contact_number,contact_email,city,state
Hpds Balika Vidya Mandir Vrindawan Mathura Up,8171793590,hpdprincipal@rediffmail.com,Mathura,Uttar Pradesh
Hpds Balika Vidya Mandir Vrindawan Mathura Up,9319906644,hpdvbn@rediffmail.com,Mathura,Uttar Pradesh
Baba Kadhera Singh Vidya Mandir Akkha Mathura Up,9528012299,bksvm@rediffmail.com,Mathura,Uttar Pradesh
Baba Kadhera Singh Vidya Mandir Akkha Mathura Up,7055328402,bksvm@rediffmail.com,Mathura,Uttar Pradesh
Baba Kadhera Singh Vidya Mandir Akkha Mathura Up,9690610345,bksvm@rediffmail.com,Mathura,Uttar Pradesh
Ramanlal Shorawala Public School Mathura Up,9927662300,rspsmtr1996@gmail.com,Mathura,Uttar Pradesh
Ramanlal Shorawala Public School Mathura Up,8954123436,rspsmtr1996@gmail.com,Mathura,Uttar Pradesh
Ramanlal Shorawala Public School Mathura Up,9837610270,rspsmtr1996@gmail.com,Mathura,Uttar Pradesh
R L P K D Vidya Mandir Govardhan Rd Mathura Up,8279655022,mamtajainmathura@gmail.com,Mathura,Uttar Pradesh
R L P K D Vidya Mandir Govardhan Rd Mathura Up,9639493518,bharti7024@gmail.com,Mathura,Uttar Pradesh
R L P K D Vidya Mandir Govardhan Rd Mathura Up,7906116864,rajeshagrawalchaudhary@gmail.com,Mathura,Uttar Pradesh
St Paul`S Sch Chandrapuri Colony Mathura Up,9897970053,stpaulmtr@yahoo.co.in,Mathura,Uttar Pradesh
St Paul`S Sch Chandrapuri Colony Mathura Up,9490038891,geetasingh4321@gmail.com,Mathura,Uttar Pradesh
St Paul`S Sch Chandrapuri Colony Mathura Up,9897457828,abhanawathey@yahoo.com,Mathura,Uttar Pradesh
Crescent Con Sr Sec Sch 72 Golf Rd Mathura Up,9412111500,immu@me.com,Mathura,Uttar Pradesh
Crescent Con Sr Sec Sch 72 Golf Rd Mathura Up,9897039096,zafruddin9096@gmail.com,Mathura,Uttar Pradesh
Crescent Con Sr Sec Sch 72 Golf Rd Mathura Up,9457637787,rubina7787@gmail.com,Mathura,Uttar Pradesh
Vidya Devi Jindal Sch Kosi Kalan Mathura Up,8791272172,vdjs.kosi@gmail.com,Mathura,Uttar Pradesh
Vidya Devi Jindal Sch Kosi Kalan Mathura Up,9012693999,dcpti02@gmail.com,Mathura,Uttar Pradesh
Vidya Devi Jindal Sch Kosi Kalan Mathura Up,9319013938,jickskosi@gmail.com,Mathura,Uttar Pradesh
St Dominic`S School Basantar Mg Mathura Cantt Up,7017520548,nandkishormishra@gmail.com,Mathura,Uttar Pradesh
St Dominic`S School Basantar Mg Mathura Cantt Up,8077088155,nandkishormishra@gmail.com,Mathura,Uttar Pradesh
P D D S Vidya Mandir Vrindaban Mathura Up,9412279807,pdd_svidyamandir@yahoo.com,Mathura,Uttar Pradesh
P D D S Vidya Mandir Vrindaban Mathura Up,9808644463,pdd_svidyamandir@yahoo.com,Mathura,Uttar Pradesh
P D D S Vidya Mandir Vrindaban Mathura Up,8439344979,pdd_svidyamandir@yahoo.com,Mathura,Uttar Pradesh
Delhi Public School Refinery Nagar Mathura Up,9996073464,principal@dpsmrn.org,Mathura,Uttar Pradesh
Shriji Baba Saraswati Vidya Mandir Mathura Up,9412505435,shivharigoswami@gmail.com,Mathura,Uttar Pradesh
Shriji Baba Saraswati Vidya Mandir Mathura Up,9457732627,psparihar2013@gmail.com,Mathura,Uttar Pradesh
"Wynberg-Allen School, Mussoorie",9997270088,chouanilsingh@gmail.com,Mussoorie,Uttarakhand
"Welham Boys School, Dehradun ���",9840130433,hariomtripathi@welhamboys.org,Dehradun,Uttarakhand
"Unison World School, Dehradun",7455002934,vidushi.bisht@uws.edu.in,Dehradun,Uttarakhand
"Tula S International School, Dehradun ���",9557184809,swati.thapa@tis.edu.in,Dehradun,Uttarakhand
Raphael Ryder Cheshire International Centre,9870802537,ambika.mk22@gmail.com,,
"Pyds Learning Academy,Dehradun",9927193913,manish@purkal.org,Dehradun,Uttarakhand
Mussoorie International School,7310913304,jigyasa.ghale@misindia.org,Mussoorie,Uttarakhand
"Maa Anandmayee Memorial School,Raiwala",8954793101,arpit.panjwani@alumni.ie.edu,Haridwar,Uttarakhand
"Kasiga School, Dehradun",8708947127,lkadian@kasigaschool.com,Dehradun,Uttarakhand
"Hopetown Girls School,Dehradun ���",8278642549,anantasinghtomar207@hopetown.co.in,Dehradun,Uttarakhand
"Gyananda School For Girls,Dehradun",9536157023,neelam.j@gyanandadoon.org,Dehradun,Uttarakhand
"G.D. Birla Memorial School, Ranikhet",9456165069,mithileshm485@gmail.com,Ranikhet,Uttarakhand
"G D Goenka International School, Naukuchiatal",8377944334,it.department@gdgisn.com,Naukuchiatal,Uttarakhand
Doon International School Riverside Campus,9557564442,abhinav@disriverside.com,,
Delhi Public School Haldwani,7055899993,ranjanashahi@dpshld.in,Haldwani,Uttarakhand
Central Himalayan Rural Action Group (Chirag),7500959716,sj@chirag.org,,
"Aurum The Global School, Haldwani",8791433617,nidhipandey@aurum.edu.in,Haldwani,Uttarakhand
"Ashok Hall Girls Residential School, Majkhali ���",7409387286,sunitameena1800@gmail.com,,
"Army Public School,",7054815009,neeldeep1998@gmail.com,,
Army Public School,9837316698,atul.sh1970@gmail.com,,
Jawahar Navodaya Vidyalaya,9634690126,jnv.doon2007@gmail.com,,Uttar Pradesh
Manas International School,8445196579,neel241079@gmail.com,,
"Times World School, Vikasnagar",7457088250,twsemergency@gmail.com,,
Vdm Shiksha Niketan School,7895794698,sumitsinghtonk2511@gmail.com,,
Shiva National Public School,8979375730,parul barsiwalsharma8057@gmail.com,,
Greenway Modern School 2,9837339933,ashok68chauhan@gmail.com,,
Lakshya Universal Academy Dehradun,7618302590,luadehradun@gmail.com,Dehradun,Uttarakhand
The Bhagirathi International School,9917190011,naren_chamoli@yahoo.com,,
The Arcadia School,9634490558,ashish.g@yahoo.com,,Uttar Pradesh
Gyan Einstein International School,7895093990,geischool2015@gmail.com,,
Dharma International School,8057456346,triloksinghrawat1960@gmail.com,,
Defence Public School,9358208010,neelchi@yahoo.co.in,,
Mount Litera Zee School,7351260009,mountliteradun@gmail.com,,Uttar Pradesh
Renaissance Dron School,9760061787,manishkavats@gmail.com,,
Mahavir International School,9897602845,sainisk@ymail.com,,
Charless Wain Academy,9927622226,bahugunaanubhav4@gmail.com,,Uttar Pradesh
Dpsg Dehradun,7536801118,admin.ddn@dpsgs.org,Dehradun,Uttarakhand
Police Modern School Dehradun,8171669045,,Dehradun,Uttarakhand
Gurunanak Mission High School,9412968085,bmsinghrana@rediffmail.com,,
Oceanic International School,9412055357,poonamladoo@yahoo.co.in,,
S.N. Memorial Public School,7055504876,snmemorialpublicschool@gmail.com,,
Tulas International School,9412057026,rikhipal.singh@tis.edu.in,,
Spring Hills School,9837361109,spring.hills.school@gmail.com,,Uttar Pradesh
Doon Public School,9897577157,bishtbhupendra01@gmail.com,,
Times World School,9219516838,lalitsaxena.csm@gmail.com,,
Delhi Public School Roorkee,9758655023,81568@cbseshiksha.in,Roorkee,Uttarakhand
Radiant Public School,9560556770,charanjeet9897@gmail.com,,Delhi
Sanguine Public School,9068226687,saklanipramod4@gmail.com,,
Delhi Public School Dehradun(An Institution Of M P Singh Foundation),8395009991,sunilsks_1971@rediffmail.com,Dehradun,Uttarakhand
"Grd Academy,",9639695100,grddehradun@yahoo.co.in,,
Subhash Chandra Bose Academy,7500888864,hnegi1979@gmail.com,,
Siddharath Public School,9411192224,neerjadandriyal@gmail.com,,Uttar Pradesh
Will Field School,9557754112,willfieldschool@gmail.com,,
Shri Guru Ram Rai Public School,9410104884,sgrrrajaroad@gmail.com,Dehradun,Uttarakhand
Cambridge Senior Secondary School,9719009499,varunvohra12@gmail.com,,
D.S.B. International Public School,9027687374,vinnodbhattt@gmail.com,,
Shri Guru Ram Rai Public School,9410707507,sgrr.vkn@gmail.com,Dehradun,Uttarakhand
Welham Boys School,8755909037,viceprincipal@welhamboys.org,,
Bdm School,9997680852,hrshtgaarg41@gmail.com,,
Bright Angels School,9411112596,brightangels.school@yahoo.com,,Uttar Pradesh
Sant Kabeer Academy,9358133843,st_kabeer@yahoo.com,,
Shri Guru Ram Rai Public School,9997497230,sgrrngr@gmail.com,Dehradun,Uttarakhand
Him Jyoti Schoool,8392893653,manish.malldoon@gmail.com,,
Sapience School,9219614101,thesapienceschool@gmail.com,,
Shri Guru Ram Rai Public School,9634746225,dineshjosi1973@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,9411173822,jsachinsjoshi@gmail.com,Dehradun,Uttarakhand
Green Lawn Academy,9837307334,greenlawnacademy234@gmail.com,,
Janki Children Academy,9456549932,dhaundiyal002@gmail.com,,
Satyashwari Memorial Public School,9411139342,sdm2english@gmail.com,,Uttar Pradesh
Tibetan Children'S Village School,9410152511,migmarbhuti@tcv.org.in,,
Foothills Academy,9897352518,anitaraturi1610@gmail.com,,
Shivalik Academy,8126019066,som120365@gmail.com,,
Apollo International School,9458111111,apollointernationalschool@gmail.com,,
Shri Guru Nanak Public School,9045071234,ashupreet2004@gmail.com,,
Sai Grace Academy International,9997570003,samsaigrace@gmail.com,,
Tibetan Homes School,1352632608,registration@tibhomes.org,,
Jaunsar Public School,9458106275,vijay23.jps@gmail.com,,
Children Modern Academy,9897272765,chanderkishore412@gmail.com,,
Drona'S International School,9756653395,dmrawat2007@rediffmail.com,,Uttar Pradesh
The Pestle Weed School,8077205943,jatinsethi5060@gmail.com,,
Shri Guru Ram Rai Public School,9460965465,kavitasinghnct@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,96277020267,kukrety33@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,9410140820,psgrrrc84@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,9997907575,arorarajesh65@gmail.com,Dehradun,Uttarakhand
Dawa Rinjue School,9410768294,gopal.gakhar@rediffmail.com,,
Shalini Memorial School,7500355901,shalinischool@gmail.com,,
Johnson School,8630361597,ashira1982@gmail.com,,
St. Mary'S Convent School,1360253145,,,
Sri Guru Ram Rai Public School,9412418783,anujmittal1974@gmail.com,,
St. Mary'S Sec School,8699800602,smundackatt@gmail.com,,Rajasthan
"Atal Utkrisht G.I.C.Dudhli,Dehradun",9536748182,shudhanshuaswal77@gmail.com,Dehradun,Uttarakhand
S S C Atal Utkrisht Govt Inter College Selakui,9458934398,gicselakui@gmail.com,Dehradun,Uttarakhand
"Atal Utkrisht Govt. I. C. Saura Saroli, Dehradun",7983243620,beoraipur.ddn@gmail.com,Dehradun,Uttarakhand
Atal Utkrusht A.B.G.I.C.Langha Vikasnagar Dehradun,7983106375,k16kanojia@gmail.com,Dehradun,Uttarakhand
Atal Utkrist Govt Inter College Tiuni,9759389447,rakeshchamoli3@gmail.com,,
Eklavya Adarsh Awasiya Vidyalaya,9760185299,sachinchamoli.sc@gmail.com,,
Central School For Tibetans,9412915415,nidhirawat@gmail.com,,
"Army Public School,",9012033676,neelam111015@gmail.com,,
Saubhagyam International Academy,7983663545,dssr108@gmail.com,,
Delhi Public School Rishikesh,9897075752,jyotiagarwal9022@gmail.com,Rishikesh,Uttarakhand
"Times World School, Vikasnagar",7983928804,japji1311@gmail.com,,
Vdm Shiksha Niketan School,7300569497,anitagupta14may@gmail.com,,
Shiva National Public School,7455075730,principalsnps2014@gmail.com,,
Raj Hans Public School,9368442269,pndirmanwal@gmail.com,,Rajasthan
Acacia Public School,7060129098,poojamaria0912@gmail.com,,
The Hermitage Academy,8218506176,hermitageacademy005@gmail.com,,
The Bhagirathi International School,9997046822,archanabhutt2015@gmail.com,,
Red Fort International Public School,7453926879,bishtpriyanka013@gmail.com,,
The Altus International School,7895174768,anugupta6698@gmail.com,,
"The Sapience School, Herbertpur",8650360003,sapiencehbt@gmail.com,,
Edify World School Dehradun,8755027629,3c.coord@edifyschooldehradun.com,Dehradun,Uttarakhand
Banjarawala Dehra Public Inter College,9639638023,dpic98@gmail.com,,
The Arcadia School,8630019152,sharmasupriya6986@gmail.com,,
Gyan Einstein International School,7310559988,geischool2015@gmail.com,,
Dharma International School,7017285286,butolalakhapat@gmail.com,,
Defence Public School,9634513574,neelchi@yahoo.co.in,,Uttar Pradesh
Doon Valley International School,9410925296,pandeymanjari1234@gmail.com,,
Renaissance Dron School,1352695542,renaissancedronschool@gmail.com,,
Sangam Children Academy,9675246886,ranaaarti51@gmail.com,,
Mahavir International School,9058349212,manisha.cm88@gmail.com,,
Dpsg Dehradun,7536801100,admns.ddn@dpsgs.org,Dehradun,Uttarakhand
"Doon Valley Public School Vill- Bhagwanpur, P.O. Rajawala Dehradun",9837614070,shardaverma9302@gmail.com,Dehradun,Uttarakhand
Vidyasthal Children Academy,8430874875,urvi_mu@yahoo.co.in,,
Police Modern School Dehradun,94111112274,spruraldehradun@gmail.com,Dehradun,Uttarakhand
Bristol Public School,8894273626,gayatrikeshavsharma1978@gmail.com,,
Oceanic International School,8791990665,ruchi.hatwal1985@gmail.com,,
Doon Heritage School,6395758075,doonheritageschool@gmail.com,,
Colonels Academy,8979222540,madhu@colonelsacademy.net,,
S.N. Memorial Public School,9837432726,snmemorialpublicschool@gmail.com,,
Tulas International School,9412409453,gurucharan.kaur@tis.edu.in,,
Spring Hills School,8941070001,sheetalnegichandel@gmail.com,,
Canterbury Bells School,9760115686,cbsdun@gmail.com,,
Viverly Public School,8439905545,viverlypublicschool@gmail.com,,
Doon Public School,9997028922,narbiuniyal@gmail.com,,
Times World School,8171116320,kaurharveen38@yahoo.com,,
Radiant Public School,8954970189,charanjeet9897@gmail.com,,
Sanguine Public School,7060905674,neha85@gmail.com,,
Universal Academy,8899202091,principaluniversalacademy@gmail.com,,
The Doon Grammar School,9760656535,ritesh_adhikari@yahoo.in,,
"Grd Academy,",9759924980,anuradha1969chaudhary@gmail.com,,
Subhash Chandra Bose Academy,9760757410,srivastava.dharamveer74@gmail.com,,
Siddharath Public School,9411582943,neerjadandriyal@gmail.com,,Uttar Pradesh
Max International School,9259641744,psingh5565@gmail.com,,
Shri Guru Ram Rai Public School,9690341132,satij75@gmail.com,Dehradun,Uttarakhand
D.S.B. International Public School,9411133930,varunasehgal09@gmail.com,,Uttar Pradesh
Kasiga School,9761250870,dhos@kasigaschool.com,,
Shri Guru Ram Rai Public School,9536307402,sgrr.vkn@gmail.com,Dehradun,Uttarakhand
Bdm School,7088844499,geetikagarg10@gmail.com,,
Bright Angels School,9997867740,rajtabassumkhan@gmail.com,,
Sant Kabeer Academy,9997009075,st_kabeer@yahoo.com,,
Shri Guru Ram Rai Public School,8126681114,sgrrngr@gmail.com,Dehradun,Uttarakhand
Sri Sai Baba International Public School,8006993030,saibabaschool@hotmail.com,,
Him Jyoti Schoool,8449449000,principalhimjyoti@gmail.com,,
Sapience School,9411752538,thesapienceschool@gmail.com,,Uttar Pradesh
Shri Guru Ram Rai Public School,9149197075,sulaxanakumar@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,8923701288,sgrrpsrke@gmail.com,Dehradun,Uttarakhand
Holy Angel School,9634775611,kiran.descentgirl@gmail.com,,Uttar Pradesh
Janki Children Academy,8899629264,vasudha221191@gmail.com,,Uttar Pradesh
Nirmal Ashram Deepmala Pagarani School,9897662778,manishamanjul1978@gmail.com,,
Satyashwari Memorial Public School,8126484269,sdm2english@gmail.com,,
Shri Guru Ram Rai Public School,9557502601,rashmivashishtha1234@gmail.com,Dehradun,Uttarakhand
Tibetan Children'S Village School,9897306419,duketsering443@gmail.com,,
Foothills Academy,9997303833,mamta.1972rawat@gmail.com,,
Shri Guru Nanak Public School,8859907283,pummy62@gmail.com,,
Tibetan Homes School,9662468907,tenloden20@gmail.com,,
Jaunsar Public School,9458380977,meenachauhanmilli071@gmail.com,,
Children Modern Academy,9897910698,childrensmodernacademy@gmail.com,,
Maharishi Vidya Mandir,8077628023,himanshupandey39@gmail.com,,
Drona'S International School,8979880011,dronasschool@gmail.com,,
Grace Academy,9897912350,mohanchacko@gmail.com,,
Raksha Anusandhan Vidyalaya,9997489863,neeta@irde.drdo.in,,
Shri Guru Ram Rai Public School,94710312113,sgrr.tb@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,9453012581,mm240768@gmail.com,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,9897246994,sgrrpsbindal@yahoo.co.in,Dehradun,Uttarakhand
Shri Guru Ram Rai Public School,9412028795,rakhibahuguna07@gmail.com,Dehradun,Uttarakhand
Dawa Rinjue School,9808800987,ranjanaroutela1984@rediffmail.com,,
Dehradun Hills Academy,9634539398,seemalodhi2008@gmail.com,Dehradun,Uttarakhand
Tibetan Nehru Memorial Foundation School,9897053263,nividitakakkar@yahoo.com,,
Shalini Memorial School,8077528123,guru76.gk@gmail.com,,
Manava Bharati India International School,9411679823,rekhapandey1966@gmail.com,,Uttar Pradesh
Johnson School,9797798508,johnsonschool1982@gmail.com,,
Vivekanand School,8979457685,srawat0117@gmail.com,,
Jaswant Modern School,9917627568,bhawna_dhawan@rediffmail.com,,
Model School,9650045985,vibhutigupta928@gmail.com,,Delhi
Sri Guru Ram Rai Public School,9411721185,beenasharma1970@gmail.com,,Uttar Pradesh
St. Mary'S Sec School,7300960227,stmarysddn@rediffmail.com,,Rajasthan
Oak Grove School,7534865969,ksmkamboj@gmail.com,,
"Atal Utkrisht G.I.C.Dudhli,Dehradun",9411743640,neelamchamola4u@gmail.com,Dehradun,Uttarakhand
S S C Atal Utkrisht Govt Inter College Selakui,9837978323,gicselakui@gmail.com,Dehradun,Uttarakhand
"Atal Utkrisht Govt. I. C. Saura Saroli, Dehradun",9760321808,pushpachauhanvj@gmail.com,Dehradun,Uttarakhand
Atal Utkrusht A.B.G.I.C.Langha Vikasnagar Dehradun,9897811417,k16kanojia@gmail.com,Dehradun,Uttarakhand
Atal Utkrist Govt Inter College Tiuni,9805627375,prasanntasharma624@gmail.com,,
Rajeev Gandhi Navodaya Vidyalaya,9411355891,rawat.kalpana@gmail.com,,Uttar Pradesh
Central School For Tibetans,8219208189,stsherbertpurschool@gmail.com,,
"Army Public School,",1352552041,apsbirpur@gmail.com,,
Jawahar Navodaya Vidyalaya,7579286158,anjula64@rediffmail.com,,
Doon Valley International School,9411515787,dvinternationalschool2021@gmail.com,,Uttar Pradesh
Manas International School,8860617797,npamoli@gmail.com,,Delhi
"Times World School, Vikasnagar",8755463385,twsgrievance@gmail.co,,
Vdm Shiksha Niketan School,9410105677,contact.vipulgupta@gmail.com,,
Shiva National Public School,8941016092,chandramohit1998@gmailcom,,
Raj Hans Public School,9997445349,80033@cbseshiksha.in,,Rajasthan
Acacia Public School,9808409181,mamtarawat3317@gmail.com,,
Sun Rays International School,9458907230,sunraysinternationalschool@gmail.com,,
Greenway Modern School 2,8954818283,shikhashn@gmail.com,,
Lakshya Universal Academy Dehradun,9634867830,ankitbhatt093@gmail.com,Dehradun,Uttarakhand
The Hermitage Academy,8445204550,hermitageacademy005@gmail.com,,
The Bhagirathi International School,9458913930,nidhi.kimola@gmail.com,,
"The Sapience School, Herbertpur",8650360004,sapiencehbt@gmail.com,,
Brain Discovery Global School,9557477239,bdgs.chidderwala@gmail.com,Jaipur,Rajasthan
Banjarawala Dehra Public Inter College,9410354911,dpic98@gmail.com,,
Gyan Einstein International School,9557940226,geischool2015@gmail.com,,
Dharma International School,6396000529,triloksinghrawat1960@gmail.com,,
Defence Public School,9536888010,neelchi@yahoo.co.in,,
Renaissance Dron School,9897058902,renaissancedronschool@gmail.com,,
Sangam Children Academy,8630033641,pooransc80@gmail.com,,
Mahavir International School,9557661513,rautelatarun@gmail.com,,
Woodland School,9897280978,woodland694@gmail.com,,
Charless Wain Academy,8449224722,heads.cwa1718@gmail.com,,
Dpsg Dehradun,7536801116,it.ddn@dpsgs.org,Dehradun,Uttarakhand
Vidyasthal Children Academy,9997332898,vidyasthalca@gmail.com,,
Police Modern School Dehradun,8126054536,bishtdivya825@gmail.com,Dehradun,Uttarakhand
Bristol Public School,9997220916,ashishrajpal@gmail.com,,
Gurunanak Mission High School,8057868577,tyagialkavats@gmail.com,,
Doon Heritage School,8477858270,omdhan06@gmail.com,,
The Tonsbridge School,9808036880,bela.gsehgal@gmail.com,,
Colonels Academy,9412056327,sudarshan@colonelsacademy.net,,
S.N. Memorial Public School,9760622099,snmemorialpublicschool@gmail.com,,
Tulas International School,7088131177,hemant.bisht@tis.edu.in,,
Spring Hills School,9027637363,purnimasemwal@gmail.com,,
Baluni Public School,9760820067,bpsgrievance@gmail.com,,
Canterbury Bells School,9412911105,cbsdun@gmail.com,,
Doon Public School,7895648692,nisha.kaushal1616@yahoo.com,,
Ecole Globale Girls International School,9557702823,principal.ecoleglobale@gmail.com,,
Radiant Public School,9456502550,ajayprojects313@gmail.com,,
Sanguine Public School,8449615053,virenderchauhan8.8@gmail.com,,
The Doon Grammar School,9719591206,viniepanwar@yahoo.in,,
Delhi Public School Dehradun(An Institution Of M P Singh Foundation),8395009990,infodpsdun@gmail.com,Dehradun,Uttarakhand
"Grd Academy,",8077571099,dineshmorya57@gmail.com,,
Lucent International School,9690017190,lucentadmission2018@gmail.com,,
Subhash Chandra Bose Academy,8126032402,rajendra.scba@gmail.com,,
Will Field School,7830030006,shilpygairola97@gmail.com,,
Shri Guru Ram Rai Public School,9411786981,sgrrrajaroad@gmail.com,Dehradun,Uttarakhand
Kasiga School,9917480902,bursar@kasigaschool.com,,
Shri Guru Ram Rai Public School,9259128616,sgrr.vkn@gmail.com,Dehradun,Uttarakhand
